id,projects(slug),title_en,title_kk,title_ru,external_link,internal_link
2098,sko-timiryazev-moskvoretskiy,,Қазақстан Республикасының Мемлекеттік сатып алулары,Государственные закупки Республики Казахстан,https://goszakup.gov.kz/,
2099,aktobe-alga-tokmansay,,,,Электронное правительство Республики Казахстан,https://egov.kz/cms/ru
2101,vko-shemonaiha-oktyabr,,Әкімнің сайтына қайта келу,Вернуться на сайт акима,https://www.gov.kz/memleket/entities/vko-shemonaiha-oktyabr?lang=ru,
2102,sko-timiryazev-moskvoretskiy,,Қазақстан Республикасындағы электрондық лицензиялау,Электронное лицензирование Республики Казахстан,https://elicense.kz/?lang=ru,
2103,sko-timiryazev-moskvoretskiy,,Қазақстан Республикасының Ашық Үкіметі,Открытое Правительство Республики Казахстан,https://open.egov.kz/,
2107,pavlodar-edu,,Павлодар облысы қорғаншылық және қамқоршылық органдары мамандарының байланыс телефондары,Контактные телефоны специалистов органов опеки и попечительства Павлодарской области,https://www.gov.kz/memleket/entities/pavlodar-edu/press/article/details/152414?lang=ru,
2110,uspen-bilim,,Жалпы білім беру ұйымдарының веб-сайттары,Веб-сайты общеобразовательных организаций,https://uspen.edu.kz/index.php/ru/uchrezhdeniya-obrazovaniya,
2111,uspen-bilim,,Жедел желі телефоны 8 (71834) 92-1-86 күн сайын сағат 09.00-ден 18.00-ге дейін,Телефон горячей линии 8(71834) 92-1-86 каждый день с 09.00 до 18.00,,
2114,adilet-akt,,Е-Заң көмегі ақпараттық жүйесі,Информационная система Е-Заң көмегі,https://eup.adilet.gov.kz,
2116,aqmola-gask,,Азаматтарды қабылдау орталығы,Центр приема граждан,,/memleket/entities/aqmola-gask/press/article/details/153119
2119,bko,,ХАБАРЛАНДЫРУ,ОБЪЯВЛЕНИЕ,https://www.gov.kz/memleket/entities/bko/press/article/details/153778?lang=ru,
2124,aqmola-korgaljin-arykta,,Азаматтардың барлық өтініштерін қабылдауға және өңдеуге арналған бірыңғай платформа,Единая платформа приема и обработки всех обращений граждан,https://eotinish.gov.kz/,
2130,pavlodar-terenkol-beregovoi,,Ашық НҚА,Открытые НПА,https://legalacts.egov.kz/list?governmentId=6329,
2131,pavlodar-terenkol-beregovoi,,Жер ресурстарына қол жеткізу,Доступ к земельным ресурсам,https://aisgzk.kz/aisgzk/ru/,
2132,pavlodar-terenkol-beregovoi,,Әкімдердің халықпен кездесулерін өткізу туралы,О проведении встреч акимов с населением,https://www.akorda.kz/ru/o-provedenii-vstrech-akimov-s-naseleniem-523531,
2135,bko,,2024 жылы күтіп-ұстау кезінде шығындардың бір бөлігі өтелетін санитариялық-гигиеналық тораптардың тізбесі,"Об утверждении перечня санитарно-гигиенических узлов, в которых возмещается часть затрат при содержании в 2024 году",https://www.gov.kz/memleket/entities/bko/documents/details/610287?lang=ru,
2139,adilet-akt,,Құқықтық мәдениет пен құқықтық түсіндіру жұмыстарын ұйымдастыру және жүргізу мәселелері бойынша халыққа арналған сауалнама,АНКЕТА для населения по вопросам организации и проведения правовой культуры и праворазъяснительной работы,,/memleket/entities/adilet-akt/survey/1821
2141,vss,,Аудандық соттар төрағаларының қызметтеріне қолданыстағы іріктеу,Действующий отбор на должности председателей районных судов,https://www.gov.kz/memleket/entities/vss/press/news/details/713242?lang=ru,
2145,sko-airtau-konstantinovka,,Азаматтарды қабылдаудың бірыңғай күні, Единый день приема граждан,государственное управление,работа с населением
2147,bko,,ҚҰЛАҚТАНДЫРУ,ОПОВЕЩЕНИЕ,,/memleket/entities/bko/press/article/details/160629?lang=ru
2149,turkestan-arys-baiyrkum,, Қала әкімдігі, Городской акимат,turkestan-arys,
2151,pavlodar,,Ескертулер,Оповещения,,/memleket/entities/pavlodar/activities/48025?lang=ru
2152,kostanai-arkalyk-kalasy-akimat,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/kostanai-arkalyk-kalasy-akimat/activities/48036,
2153,shymkent,,Құлақтандыру,Оповещение,,/memleket/entities/shymkent/activities/48088?lang=ru
2156,sko-akkayiyn,,Оповещение,Оповещение,https://www.gov.kz/memleket/entities/sko-akkayiyn/activities/48151?lang=ru,
2157,aktobe-aitekebi-kayrakty,,Әкімдіктің басты бетіне оралу,Вернуться на главную страницу Акимата,,
2159,maslihat-amangeldi,,Тікелей эфирлер,Онлайн трансляции,https://www.gov.kz/memleket/entities/maslihat-amangeldi/press/news/details/560187?lang=ru,
2160,maslihat-amangeldi,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/maslihat-amangeldi/activities/48226?lang=ru,
2161,aktobe,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,,/memleket/entities/aktobe/activities/50297
2169,karaganda-industry,,Гид инвестору,Гид инвестору,,/memleket/entities/karaganda-industry/press/article/details/159422
2171,karaganda-industry,,Меры государственной поддержки,Меры государственной поддержки,,/memleket/entities/karaganda-industry/press/article/details/159454
2173,zhambyl,,ҚҰЛАҚТАНДЫРУ,ОПОВЕЩЕНИЕ,https://www.gov.kz/memleket/entities/zhambyl/activities/50791?lang=ru,
2174,zhetysu-oblysy,,ҚҰЛАҚТАНДЫРУ,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/zhetysu-oblysy/activities/50820?lang=ru,
2178,bko-baiterek,,ҚҰЛАҚТАНДЫРУ,ОПОВЕЩЕНИЕ,,/memleket/entities/bko-baiterek/press/article/details/160660?lang=ru
2181,uralsk,,Құлақтандыру,Оповещение,,/memleket/entities/uralsk/press/article/details/160633?lang=ru
2183,bko-taskala,,ҚҰЛАҚТАНДЫРУ,ОПОВЕЩЕНИЕ,https://www.gov.kz/memleket/entities/bko-taskala/press/article/details/161200?lang=ru,
2187,bko-shyngyrlau,,ҚҰЛАҚТАНДЫРУ,ОПОВЕЩЕНИЕ,,/memleket/entities/bko-shyngyrlau/press/article/details/160678?lang=ru
2188,bko-terekty,,ҚҰЛАҚТАНДЫРУ,ОПОВЕЩЕНИЕ,,/memleket/entities/bko-terekty/press/article/details/160638?lang=ru
2192,bko-syrym,,ҚҰЛАҚТАНДЫРУ,ОПОВЕЩЕНИЕ,,/memleket/entities/bko-syrym/press/article/details/160679?lang=ru
2194,bko-burlin,,ҚҰЛАҚТАНДЫРУ,ОПОВЕЩЕНИЕ,https://www.gov.kz/memleket/entities/bko-burlin/press/article/details/160650?lang=ru,
2198,bko-taskala,,Жиі қойылатын сұрақтар,Часто задаваемые вопросы,https://www.gov.kz/memleket/entities/bko/faq/1?lang=ru,
2199,aktobe-mugalzhar,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,,/memleket/entities/aktobe/activities/50297
2200,bko-taskala,,Тұрғын үйге кезекті тексеру,Сервис проверки очереди на жилье,https://hf.kezekte.kz/ru/search-public-queue/by-iin,
2202,aktobe-akt,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,,/memleket/entities/aktobe/activities/50297
2203,aktobe-shalkar,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,,/memleket/entities/aktobe/activities/50297
2204,aktobe-khobda,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,,/memleket/entities/aktobe/activities/50297
2205,aktobe-irgiz,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,,/memleket/entities/aktobe/activities/50297
2206,aktobe-aitekebi,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,,/memleket/entities/aktobe/activities/50297
2207,aktobe-alga,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,,/memleket/entities/aktobe/activities/50297
2208,aktobe-uil,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,,/memleket/entities/aktobe/activities/50297
2209,aktobe-hromtau,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,,/memleket/entities/aktobe/activities/50297
2211,aktobe-temir,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,,/memleket/entities/aktobe/activities/50297
2212,aktobe-martuk,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,,/memleket/entities/aktobe/activities/50297
2210,bko-zhanibek,,ҚҰЛАҚТАНДЫРУ,ОПОВЕЩЕНИЕ,,/memleket/entities/bko-zhanibek/press/article/details/160663?lang=ru
2213,aktobe-kargala,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,,/memleket/entities/aktobe/activities/50297
2215,aktobe-baiganin,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,,/memleket/entities/aktobe/activities/50297
2216,bko-kaztalovka,,ҚҰЛАҚТАНДЫРУ,ОПОВЕЩЕНИЕ,,/memleket/entities/bko-kaztalovka/press/article/details/162049?lang=ru
2220,kyzylorda kyzylorda-aral kyzylorda-kazaly kyzylorda-karmakshy kyzylorda-shieli kyzylorda-zhanakorgan kyzylorda-syrdarya kyzylorda-zhalagash kyzylorda-kzo kyzylorda-cultura-arhiv kyzylorda-bilim kyzylorda-pravstat kyzylorda-transport kyzylorda-energy kyzylorda-saulet kyzylorda-tabigat kyzylorda-auyl kyzylorda-densaulyk kyzylorda-economy kyzylorda-kasipkerlik kyzylorda-social kyzylorda-sayasat kyzylorda-satyp-alu kyzylorda-memleket-saulet kyzylorda-veterinaria kyzylorda-din kyzylorda-sport kyzylorda-zhumyldyru,,Ескерту,Оповещения,,/memleket/entities/kyzylorda/activities/51007
2223,bko-akzhaik,,ҚҰЛАҚТАНДЫРУ,ОПОВЕЩЕНИЕ,,/memleket/entities/bko-akzhaik/press/article/details/160641?lang=ru
2226,abay-boroduliha-dmitriev,,ЕСКЕРТУ,ОПОВЕЩЕНИЕ,https://www.gov.kz/memleket/entities/abay-boroduliha-dmitriev/activities/50942?lang=ru,
2230,aktobe-astana,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,,/memleket/entities/aktobe/activities/50297
2231,abay-besqaraqai-district,,ЕСКЕРТУ,ОПОВЕЩЕНИЕ,https://www.gov.kz/memleket/entities/abay-besqaraqai-district/activities/46543?lang=ru,
2233,aktobe-almaty,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,,/memleket/entities/aktobe/activities/50297
2235,abay-kokpekti-terekti,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-kokpekti-terekti/activities/50920?lang=ru,
2236,bko-zhangala,,ҚҰЛАҚТАНДЫРУ,ОПОВЕЩЕНИЕ,,/memleket/entities/bko-zhangala/press/article/details/160689?lang=ru
2239,abay-kokpekti-tassay,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-kokpekti-tassay/activities/50928?lang=ru,
2241,zhambyl-taraz,,Құлақтандыру,Оповещение,,/memleket/entities/zhambyl-taraz/activities/50784
2244,abay-boroduliha,,Ескерту,Оповещение,https://www.gov.kz/memleket/entities/abay-boroduliha/activities/48345?lang=ru,
2245,aqmola-akkol,,Ескерту,Оповещения,,/memleket/entities/aqmola-akkol/activities/51051?lang=ru
2246,abay-kokpekti-bighash,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-kokpekti-bighash/activities/50943?lang=ru,
2249,abay-aksuat,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-aksuat/activities/48402?lang=ru,
2250,abay-besqaraqai-qanoner,,Хабарландырулар,Оповещения,https://www.gov.kz/memleket/entities/abay-besqaraqai-qanoner/activities/50949?lang=ru,
2252,aqmola-egin,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЕ,,/memleket/entities/aqmola-egin/activities/50958?lang=ru
2254,abay-kokpekti-aukhadiev,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-kokpekti-aukhadiev/activities/50954?lang=ru,
2257,abay-aksuat-district,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-aksuat-district/activities/50930?lang=ru,
2255,abay-boroduliha-stepnoi,,ЕСКЕРТУ,ОПОВЕЩЕНИЕ,https://www.gov.kz/memleket/entities/abay-boroduliha-stepnoi/activities/50910,
2258,abay-kokpekti-shugalbay,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-kokpekti-shugalbay/activities/50959?lang=ru,
2259,abay-kurchatov,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-kurchatov/activities/50934?lang=ru,
2261,aqmola-esil,,Ескертулер,Оповещение,https://www.gov.kz/memleket/entities/aqmola-esil/activities/50946?lang=ru,
2266,abay-garma,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-garma/activities/50962?lang=ru,
2265,abay-aksuat-kokzhyra,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-aksuat-kokzhyra/activities/50932?lang=ru,
2263,abay-kokpekti-kokzhaiyk,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-kokpekti-kokzhaiyk/activities/50966?lang=ru,
2264,abay-boroduliha-zhernov,,Ескерту,ОПОВЕЩЕНИЕ,https://www.gov.kz/memleket/entities/abay-boroduliha-zhernov/press/article/details/160709?directionId=_50944&lang=ru,
2267,abay-besqaraqai-zhetizhar,,Хабарландыру,Оповещение,https://manager-beta.egov.kz/#/app/contentItems/directions/%D0%9D%D0%B0%D0%BF%D1%80%D0%B0%D0%B2%D0%BB%D0%B5%D0%BD%D0%B8%D1%8F%20%D0%B4%D0%B5%D1%8F%D1%82%D0%B5%D0%BB%D1%8C%D0%BD%D0%BE%D1%81%D1%82%D0%B8/129118,
2273,abay-aksuat-qyzylkesek,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-aksuat-qyzylkesek/activities/50937?lang=ru,
2272,abay-kokpekti-ulkenboken,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-kokpekti-ulkenboken/activities/50973?lang=ru,
2274,abay-ayagoz-aiqyz,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-ayagoz-aiqyz/activities/50967?lang=ru,
2271,abay-kokbai-district,,Хабарландыру,Оповещения,https://manager-gov.egov.kz/#/app/contentItems/directions/%D0%9D%D0%B0%D0%BF%D1%80%D0%B0%D0%B2%D0%BB%D0%B5%D0%BD%D0%B8%D1%8F%20%D0%B4%D0%B5%D1%8F%D1%82%D0%B5%D0%BB%D1%8C%D0%BD%D0%BE%D1%81%D1%82%D0%B8/128987,
2270,abay-kokpekti,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-kokpekti/activities/50971?lang=ru,
2275,abay-aksuat-yrghyzbai,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-aksuat-yrghyzbai/activities/50941?lang=ru,
2276,abay-urzhar-karakol,,ескертулер,оповещения,https://www.gov.kz/memleket/entities/abay-urzhar-karakol/activities/50970?lang=ru,
2278,abay-kokpekti-ulgilimalshy,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-kokpekti-ulgilimalshy/activities/50983?lang=ru,
2269,abay-boroduliha-novoshulba,,хабарландыру,оповещения,https://www.gov.kz/memleket/entities/abay-boroduliha-novoshulba/activities/50915?lang=ru,
2280,abay-aksuat-oishylyq,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-aksuat-oishylyq/activities/50939?lang=ru,
2277,aqmola-zhaksy,,ЕСКЕРТУ,ОПОВЕЩЕНИЯ,,/memleket/entities/aqmola-zhaksy/activities/50957
2224,bko-karatobe,,АЗАМАТТАРДЫ ҚАБЫЛДАУ КЕСТЕСІ,ГРАФИК ПРИЕМ ГРАЖДАН,,/memleket/entities/bko-karatobe/activities/appointment-schedule?lang=ru
2279,aqmola-sand,,Ескерту,Оповещения,,/memleket/entities/aqmola-sand/activities/50972?lang=ru
2284,abay-aksuat-satbaev,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-aksuat-satbaev/activities/50940?lang=ru,
2281,abay-semey-zhienalin,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-semey-zhienalin/activities/50963?lang=ru,
2286,abay-ayagoz-aqtogai,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-ayagoz-aqtogai/activities/50982?lang=ru,
2285,kyzylorda-zhanakorgan-qosyienki,,Ескертулер,Оповещения,https://www.gov.kz/memleket/entities/kyzylorda-zhanakorgan-qosyienki/activities/directions?lang=ru,
2289,abay-aksuat-qymkol,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-aksuat-qymkol/activities/50933?lang=ru,
2292,abay-aksuat-kindikti,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-aksuat-kindikti/activities/50931?lang=ru,
2291,abay-boroduliha-zubaiir,,Ескерту,Оповещение,https://www.gov.kz/memleket/entities/abay-boroduliha-zubaiir/activities/50948?lang=ru,
2293,abay-ayagoz-aqshatau,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-ayagoz-aqshatau/activities/50990?lang=ru,
2294,abay-besqaraqai-glukhov,,ескерту,оповещение,https://www.gov.kz/memleket/entities/abay-besqaraqai-glukhov/activities/50987?lang=ru,
2295,abay-aksuat-ekpin,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-aksuat-ekpin/activities/50993?lang=ru,
2283,abay-semey-dostyk,,Ескертулер,Оповещения,https://www.gov.kz/memleket/entities/abay-semey-dostyk/activities/50977?lang=ru,
2298,kostanai-sarykol-audany-akimat,,Ескертулер,ОПОВЕЩЕНИЯ,,/memleket/entities/kostanai-sarykol-audany-akimat/activities/49926?lang=ru
2290,abay-energy,,ЕСКЕРТУ,ОПОВЕЩЕНИЕ,https://www.gov.kz/memleket/entities/abay-energy/activities/50926?lang=ru,
2300,abay-boroduliha-district,,Ескерту,Оповещение,https://www.gov.kz/memleket/entities/abay-boroduliha-district/activities/51002?lang=ru,
2301,abay-ayagoz-aqshauli,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-ayagoz-aqshauli/activities/51003?lang=ru,
2302,kostanai-karabalyk-audany-akimat,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЕ,,/memleket/entities/kostanai-karabalyk-audany-akimat/activities/48085
2303,abay-boroduliha-petropavl,,Ескертулер,Оповещение,https://www.gov.kz/memleket/entities/abay-boroduliha-petropavl/activities/51005?lang=ru,
2305,abay-ayagoz-aqshi,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-ayagoz-aqshi/activities/51013?lang=ru,
2308,abay-semey-chagan,,ОПОВЕЩЕНИЯ,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-semey-chagan/activities/51011?lang=ru,
2309,abay-ayagoz-baiqoshqar,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-ayagoz-baiqoshqar/activities/51021?lang=ru,
2311,abay-transport,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-transport/press/article/details/160799?lang=ru,
2313,abay-finance,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-finance/activities/51016?lang=ru,
2314,abay-boroduliha-baqa,,Ескерту,Оповещение,https://www.gov.kz/memleket/entities/abay-boroduliha-baqa/activities/51026?lang=ru,
2317,abay-ayagoz-barshatas,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-ayagoz-barshatas/activities/51028?lang=ru,
2316,abay-besqaraqai-qarabas,,ОПОВЕЩЕНИЯ,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-besqaraqai-qarabas/activities/51023?lang=ru,
2318,abay-boroduliha-belagash,,Ескерту,Оповещение,https://www.gov.kz/memleket/entities/abay-boroduliha-belagash/activities/51024?lang=ru,
2321,zhetysu-kerbulak,,ҚҰЛАҚТАНДЫРУ,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/zhetysu-kerbulak/activities/51030,
2322,abay-ayagoz-district,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-ayagoz-district/activities/51037?lang=ru,
2324,zhetysu-alakol,,ҚҰЛАҚТАНДЫРУ,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/zhetysu-alakol/activities/51034,
2306,abay-semey-kokentau,,Хабарландыру,Оповещения,https://www.gov.kz/memleket/entities/abay-semey-kokentau/activities/51009?lang=ru,
2327,abay-ayagoz-bidaiyq,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-ayagoz-bidaiyq/activities/51046?lang=ru,
2330,aqmola-astrahan,,Ескертулер,ОПОВЕЩЕНИЯ,,/memleket/entities/aqmola-astrahan/activities/51008
2325,abay-besqaraqai-baskol,,хабарлама,оповещения,https://www.gov.kz/memleket/entities/abay-besqaraqai-baskol/activities/50985?lang=ru,
2332,abay-ayagoz-tarbagatai,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-ayagoz-tarbagatai/activities/51061?lang=ru,
2333,zhambyl-shu,,Құлақтандыру,Оповещение,https://www.gov.kz/memleket/entities/zhambyl-shu/activities/50969?lang=ru,https://www.gov.kz/memleket/entities/zhambyl-shu/activities/50969?lang=ru
2335,aqmola-korgaljin,,ЕСКЕРТУ,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/aqmola-korgaljin/activities/51020?lang=ru,
2337,abay-ayagoz-emeltau,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-ayagoz-emeltau/activities/51068?lang=ru,
2336,aqmola-kosshy,,Азаматтарды қабылдау орталығы,Центр приема граждан,,
2323,aqmola-kosshy,,Ескерту,Оповещения,,/memleket/entities/aqmola-kosshy/activities/51033
2339,aqmola-shortandy,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,,/memleket/entities/aqmola-shortandy/activities/51040?lang=ru
2340,abay-ayagoz-qaraagash,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-ayagoz-qaraagash/activities/51078?lang=ru,
2345,abay-ayagoz-qopa,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-ayagoz-qopa/activities/51086?lang=ru,
2346,zhetysu-sarkan,,ҚҰЛАҚТАНДЫРУ,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/zhetysu-sarkan/activities/51088?lang=ru,
2347,aqmola-zerendy,,Ескертулер,Оповещения,https://www.gov.kz/memleket/entities/aqmola-zerendy/activities/51074?lang=ru,
2348,aqmola-kokshetau,,Ескертулер,Оповещения,https://www.gov.kz/memleket/entities/aqmola-kokshetau/activities/51062?lang=ru,
2349,abay-semey-ertis,,ХАБАРЛАМА,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-semey-ertis/press/article/details/160861?lang=ru,
2351,aqmola-stepnogorsk,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/aqmola-stepnogorsk/activities/51063?lang=ru,
2353,abay-ayagoz-qoshagash,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-ayagoz-qoshagash/activities/51098?lang=ru,
2354,aqmola-arshaly,,Ескертулер,Оповещения,https://www.gov.kz/memleket/entities/aqmola-arshaly/activities/51039?lang=ru,
2356,zhetysu-tekeli,,Ескертулер,Оповещения,https://www.gov.kz/memleket/entities/zhetysu-tekeli/activities/51101?lang=ru,
2355,zhetysu-taldykorgan,,ҚҰЛАҚТАНДЫРУ,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/zhetysu-taldykorgan/activities/51097?lang=ru,
2360,abay-zharma-belterek,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЕ,ОПОВЕЩЕНИЕ,https://www.gov.kz/memleket/entities/abay-zharma-belterek/activities/48583?lang=ru
2361,abay-urzhar-karatuma,,ЕСКЕРТУ,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-urzhar-karatuma/activities/51093?lang=ru,
2358,abay-semey-novobazhenovo,,Ескертулер,Оповещения,https://www.gov.kz/memleket/entities/abay-semey-novobazhenovo/activities/51095,
2366,zhetysu-koksu,,ҚҰЛАҚТАНДЫРУ,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/zhetysu-koksu/activities/51138?lang=ru,
2365,zhetysu-eskeldy,,ҚҰЛАҚТАНДЫРУ,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/zhetysu-eskeldy/activities/51126?lang=ru,
2367,abay-semey-prirechnyi,,ҚҰЛАҚТАНДЫРУ,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-semey-prirechnyi/activities/51107?lang=ru,
2368,abay-semey-ozer,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-semey-ozer/activities/51053?lang=ru,
2369,abay-ayagoz-madeniet,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-ayagoz-madeniet/activities/51148?lang=ru,
2371,zhetysu-karatal,,Ескертулер,Оповещения,https://www.gov.kz/memleket/entities/zhetysu-karatal/activities/51144?lang=ru,
2370,akimvko,,ШҚО ТҰРҒЫНДАРЫ ҮШІН ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ по ВКО,https://www.gov.kz/memleket/entities/akimvko/activities/51182,
2374,abay-ayagoz-mailin,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-ayagoz-mailin/activities/51155?lang=ru,
2373,aqmola-atbasar,,Ескерту,Оповещения,https://www.gov.kz/memleket/entities/aqmola-atbasar/activities/50956?lang=ru,
2320,abay-besqaraqai-dolen,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-besqaraqai-dolen/activities/50997?lang=ru,
2376,abay-ayagoz-malkeldi,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-ayagoz-malkeldi/activities/51163?lang=ru,
2377,pavlodar-ertis,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/pavlodar-ertis/activities/51149?lang=ru,
2363,aqmola-ereymen,,Ескерту,Оповещения,https://www.gov.kz/memleket/entities/aqmola-ereymen/activities/51161?lang=ru,
2378,aqmola-zharkain,,ескерту,оповещение,,/memleket/entities/aqmola-zharkain/activities/51150
